customer_id,name,email,signup_date
C1229,Customer_229,customer229@example.com,2022-07-22
C1230,Customer_230,customer230@example.com,2022-07-03
C1231,Customer_231,customer231@example.com,2022-05-03
C1232,Customer_232,customer232@example.com,2023-02-05
C1233,Customer_233,customer233@example.com,2022-10-21
C1234,Customer_234,customer234@example.com,2022-10-07
C1235,Customer_235,customer235@example.com,2023-09-02
C1236,Customer_236,customer236@example.com,2022-07-17
C1237,Customer_237,customer237@example.com,2023-05-26
C1238,Customer_238,customer238@example.com,2022-05-24
C1239,Customer_239,customer239@example.com,2023-09-01
C1240,Customer_240,customer240@example.com,2022-07-20
C1241,Customer_241,customer241@example.com,2022-05-04
C1242,Customer_242,customer242@example.com,2022-07-06
C1243,Customer_243,customer243@example.com,2022-11-22
C1244,Customer_244,customer244@example.com,2023-04-09
C1245,Customer_245,customer245@example.com,2022-12-15
C1246,Customer_246,customer246@example.com,2023-10-22
C1247,Customer_247,customer247@example.com,2023-02-07
C1248,Customer_248,customer248@example.com,2022-12-12
C1249,Customer_249,customer249@example.com,2023-05-26
C1250,Customer_250,customer250@example.com,2022-05-27
C1251,Customer_251,customer251@example.com,2022-05-28
C1252,Customer_252,customer252@example.com,2023-12-12
C1253,Customer_253,customer253@example.com,2023-05-04
C1254,Customer_254,customer254@example.com,2023-10-02
C1255,Customer_255,customer255@example.com,2023-07-05
C1256,Customer_256,customer256@example.com,2022-12-04
C1257,Customer_257,customer257@example.com,2023-10-03
C1258,Customer_258,customer258@example.com,2023-04-18
C1259,Customer_259,customer259@example.com,2022-05-31
C1260,Customer_260,customer260@example.com,2023-02-19
C1261,Customer_261,customer261@example.com,2022-10-25
C1262,Customer_262,customer262@example.com,2023-09-03
C1263,Customer_263,customer263@example.com,2022-09-20
C1264,Customer_264,customer264@example.com,2022-05-24
C1265,Customer_265,customer265@example.com,2022-12-12
C1266,Customer_266,customer266@example.com,2023-09-16
C1267,Customer_267,customer267@example.com,2023-07-26
C1268,Customer_268,customer268@example.com,2022-01-02
C1269,Customer_269,customer269@example.com,2022-10-31
C1270,Customer_270,customer270@example.com,2022-09-11
C1271,Customer_271,customer271@example.com,2023-10-14
C1272,Customer_272,customer272@example.com,2023-03-29
C1273,Customer_273,customer273@example.com,2022-02-06
C1274,Customer_274,customer274@example.com,2022-06-09
C1275,Customer_275,customer275@example.com,2022-01-09
C1276,Customer_276,customer276@example.com,2022-08-21
C1277,Customer_277,customer277@example.com,2022-04-09
C1278,Customer_278,customer278@example.com,2023-10-21
C1279,Customer_279,customer279@example.com,2022-07-27
C1280,Customer_280,customer280@example.com,2022-05-11
C1281,Customer_281,customer281@example.com,2023-02-08
C1282,Customer_282,customer282@example.com,2022-06-01
C1283,Customer_283,customer283@example.com,2022-02-23
C1284,Customer_284,customer284@example.com,2022-04-30
C1285,Customer_285,customer285@example.com,2023-11-04
C1286,Customer_286,customer286@example.com,2023-09-20
C1287,Customer_287,customer287@example.com,2023-08-10
C1288,Customer_288,customer288@example.com,2023-09-17
C1289,Customer_289,customer289@example.com,2023-02-24
C1290,Customer_290,customer290@example.com,2023-02-26
C1291,Customer_291,customer291@example.com,2022-04-14
C1292,Customer_292,customer292@example.com,2022-09-11
C1293,Customer_293,customer293@example.com,2022-08-15
C1294,Customer_294,customer294@example.com,2022-04-22
C1295,Customer_295,customer295@example.com,2023-05-25
C1296,Customer_296,customer296@example.com,2023-04-18
C1297,Customer_297,customer297@example.com,2022-04-09
C1298,Customer_298,customer298@example.com,2022-06-02
C1299,Customer_299,customer299@example.com,2022-12-04
C1300,Customer_300,customer300@example.com,2023-12-07
C1301,Customer_301,customer301@example.com,2022-06-12
C1302,Customer_302,customer302@example.com,2023-12-21
C1303,Customer_303,customer303@example.com,2023-11-12
C1304,Customer_304,customer304@example.com,2022-06-10
C1305,Customer_305,customer305@example.com,2023-08-03
C1306,Customer_306,customer306@example.com,2023-02-02
C1307,Customer_307,customer307@example.com,2022-10-04
C1308,Customer_308,customer308@example.com,2023-05-19
C1309,Customer_309,customer309@example.com,2023-01-27
C1310,Customer_310,customer310@example.com,2022-05-15
C1311,Customer_311,customer311@example.com,2022-07-14
C1312,Customer_312,customer312@example.com,2023-02-05
C1313,Customer_313,customer313@example.com,2023-10-02
C1314,Customer_314,customer314@example.com,2022-02-02
C1315,Customer_315,customer315@example.com,2023-11-19
C1316,Customer_316,customer316@example.com,2023-04-05
C1317,Customer_317,customer317@example.com,2023-04-15
C1318,Customer_318,customer318@example.com,2023-01-10
C1319,Customer_319,customer319@example.com,2022-01-22
C1320,Customer_320,customer320@example.com,2023-11-01
C1321,Customer_321,customer321@example.com,2022-02-07
C1322,Customer_322,customer322@example.com,2022-08-18
C1323,Customer_323,customer323@example.com,2022-12-31
C1324,Customer_324,customer324@example.com,2023-07-17
C1325,Customer_325,customer325@example.com,2023-03-14
C1326,Customer_326,customer326@example.com,2022-10-10
C1327,Customer_327,customer327@example.com,2022-01-27
C1328,Customer_328,customer328@example.com,2022-08-14
C1329,Customer_329,customer329@example.com,2022-10-04
C1330,Customer_330,customer330@example.com,2023-09-01
C1331,Customer_331,customer331@example.com,2022-10-11
C1332,Customer_332,customer332@example.com,2023-04-26
C1333,Customer_333,customer333@example.com,2023-03-29
C1334,Customer_334,customer334@example.com,2023-10-21
C1335,Customer_335,customer335@example.com,2023-05-31
C1336,Customer_336,customer336@example.com,2023-07-01
C1337,Customer_337,customer337@example.com,2022-07-11
C1338,Customer_338,customer338@example.com,2022-02-18
C1339,Customer_339,customer339@example.com,2023-05-27
C1340,Customer_340,customer340@example.com,2022-01-17
C1341,Customer_341,customer341@example.com,2022-06-21
C1342,Customer_342,customer342@example.com,2022-08-08
C1343,Customer_343,customer343@example.com,2022-06-07
C1344,Customer_344,customer344@example.com,2023-04-22
C1345,Customer_345,customer345@example.com,2022-02-15
C1346,Customer_346,customer346@example.com,2023-01-08
C1347,Customer_347,customer347@example.com,2023-06-02
C1348,Customer_348,customer348@example.com,2022-04-09
C1349,Customer_349,customer349@example.com,2022-02-06
C1350,Customer_350,customer350@example.com,2022-10-07
C1351,Customer_351,customer351@example.com,2022-12-15
C1352,Customer_352,customer352@example.com,2023-05-12
C1353,Customer_353,customer353@example.com,2022-10-29
C1354,Customer_354,customer354@example.com,2022-06-30
C1355,Customer_355,customer355@example.com,2023-08-30
C1356,Customer_356,customer356@example.com,2022-04-09
C1357,Customer_357,customer357@example.com,2023-12-01
C1358,Customer_358,customer358@example.com,2022-04-26
C1359,Customer_359,customer359@example.com,2022-07-10
C1360,Customer_360,customer360@example.com,2022-09-10
C1361,Customer_361,customer361@example.com,2022-06-10
C1362,Customer_362,customer362@example.com,2022-09-13
C1363,Customer_363,customer363@example.com,2022-11-19
C1364,Customer_364,customer364@example.com,2022-05-08
C1365,Customer_365,customer365@example.com,2022-01-18
C1366,Customer_366,customer366@example.com,2023-07-20
C1367,Customer_367,customer367@example.com,2023-07-24
C1368,Customer_368,customer368@example.com,2022-11-19
C1369,Customer_369,customer369@example.com,2023-11-17
C1370,Customer_370,customer370@example.com,2023-09-18
C1371,Customer_371,customer371@example.com,2022-10-15
C1372,Customer_372,customer372@example.com,2023-10-25
C1373,Customer_373,customer373@example.com,2023-10-01
C1374,Customer_374,customer374@example.com,2022-06-04
C1375,Customer_375,customer375@example.com,2023-05-05
C1376,Customer_376,customer376@example.com,2023-01-21
C1377,Customer_377,customer377@example.com,2022-04-14
C1378,Customer_378,customer378@example.com,2023-01-28
C1379,Customer_379,customer379@example.com,2022-09-03
C1380,Customer_380,customer380@example.com,2022-06-25
C1381,Customer_381,customer381@example.com,2022-02-08
C1382,Customer_382,customer382@example.com,2023-04-22
C1383,Customer_383,customer383@example.com,2023-11-13
C1384,Customer_384,customer384@example.com,2023-06-22
C1385,Customer_385,customer385@example.com,2023-02-12
C1386,Customer_386,customer386@example.com,2023-06-09
C1387,Customer_387,customer387@example.com,2023-05-21
C1388,Customer_388,customer388@example.com,2022-02-05
C1389,Customer_389,customer389@example.com,2023-11-16
C1390,Customer_390,customer390@example.com,2022-01-20
C1391,Customer_391,customer391@example.com,2022-11-17
C1392,Customer_392,customer392@example.com,2023-05-27
C1393,Customer_393,customer393@example.com,2023-02-04
C1394,Customer_394,customer394@example.com,2023-10-16
C1395,Customer_395,customer395@example.com,2023-04-16
C1396,Customer_396,customer396@example.com,2022-05-23
C1397,Customer_397,customer397@example.com,2022-04-02
C1398,Customer_398,customer398@example.com,2022-12-20
C1399,Customer_399,customer399@example.com,2023-12-28
C1400,Customer_400,customer400@example.com,2022-02-20
C1401,Customer_401,customer401@example.com,2023-10-27
C1402,Customer_402,customer402@example.com,2023-11-29
C1403,Customer_403,customer403@example.com,2023-07-29
C1404,Customer_404,customer404@example.com,2022-07-09
C1405,Customer_405,customer405@example.com,2022-05-05
C1406,Customer_406,customer406@example.com,2022-05-30
C1407,Customer_407,customer407@example.com,2022-11-10
C1408,Customer_408,customer408@example.com,2023-07-24
C1409,Customer_409,customer409@example.com,2022-12-08
C1410,Customer_410,customer410@example.com,2022-11-01
C1411,Customer_411,customer411@example.com,2023-11-23
C1412,Customer_412,customer412@example.com,2023-11-13
C1413,Customer_413,customer413@example.com,2022-02-23
C1414,Customer_414,customer414@example.com,2023-03-20
C1415,Customer_415,customer415@example.com,2023-09-05
C1416,Customer_416,customer416@example.com,2022-09-21
C1417,Customer_417,customer417@example.com,2022-02-22
C1418,Customer_418,customer418@example.com,2023-07-26
C1419,Customer_419,customer419@example.com,2023-09-12
C1420,Customer_420,customer420@example.com,2022-01-05
C1421,Customer_421,customer421@example.com,2022-04-13
C1422,Customer_422,customer422@example.com,2022-07-15
C1423,Customer_423,customer423@example.com,2022-12-16
C1424,Customer_424,customer424@example.com,2022-02-16
C1425,Customer_425,customer425@example.com,2023-10-18
C1426,Customer_426,customer426@example.com,2022-09-26
C1427,Customer_427,customer427@example.com,2023-01-05
C1428,Customer_428,customer428@example.com,2023-09-28
C1429,Customer_429,customer429@example.com,2022-04-16
C1430,Customer_430,customer430@example.com,2023-11-01
C1431,Customer_431,customer431@example.com,2023-10-21
C1432,Customer_432,customer432@example.com,2023-10-19
C1433,Customer_433,customer433@example.com,2022-04-30
C1434,Customer_434,customer434@example.com,2023-08-27
C1435,Customer_435,customer435@example.com,2022-02-27
C1436,Customer_436,customer436@example.com,2022-12-12
C1437,Customer_437,customer437@example.com,2023-04-19
C1438,Customer_438,customer438@example.com,2022-04-27
C1439,Customer_439,customer439@example.com,2022-05-07
C1440,Customer_440,customer440@example.com,2023-01-28
C1441,Customer_441,customer441@example.com,2023-10-03
C1442,Customer_442,customer442@example.com,2022-02-27
C1443,Customer_443,customer443@example.com,2023-09-26
C1444,Customer_444,customer444@example.com,2023-05-28
C1445,Customer_445,customer445@example.com,2022-04-06
C1446,Customer_446,customer446@example.com,2023-09-30
C1447,Customer_447,customer447@example.com,2022-04-28
C1448,Customer_448,customer448@example.com,2023-07-14
C1449,Customer_449,customer449@example.com,2023-08-24
C1450,Customer_450,customer450@example.com,2023-05-03
C1451,Customer_451,customer451@example.com,2022-08-25
C1452,Customer_452,customer452@example.com,2022-09-29
C1453,Customer_453,customer453@example.com,2022-07-08
C1454,Customer_454,customer454@example.com,2023-12-05
C1455,Customer_455,customer455@example.com,2023-03-23
C1456,Customer_456,customer456@example.com,2023-08-04
C1457,Customer_457,customer457@example.com,2022-09-04
C1458,Customer_458,customer458@example.com,2022-03-17
C1459,Customer_459,customer459@example.com,2022-06-03
C1460,Customer_460,customer460@example.com,2023-10-18
C1461,Customer_461,customer461@example.com,2023-03-11
C1462,Customer_462,customer462@example.com,2022-03-27
C1463,Customer_463,customer463@example.com,2023-11-28
C1464,Customer_464,customer464@example.com,2022-10-12
C1465,Customer_465,customer465@example.com,2022-08-08
C1466,Customer_466,customer466@example.com,2022-03-10
C1467,Customer_467,customer467@example.com,2022-02-16
C1468,Customer_468,customer468@example.com,2022-04-04
C1469,Customer_469,customer469@example.com,2023-03-29
C1470,Customer_470,customer470@example.com,2022-07-23
C1471,Customer_471,customer471@example.com,2022-08-06
C1472,Customer_472,customer472@example.com,2023-04-19
C1473,Customer_473,customer473@example.com,2023-03-08
C1474,Customer_474,customer474@example.com,2022-12-07
C1475,Customer_475,customer475@example.com,2023-07-05
C1476,Customer_476,customer476@example.com,2023-09-04
C1477,Customer_477,customer477@example.com,2022-10-16
C1478,Customer_478,customer478@example.com,2022-09-11
C1479,Customer_479,customer479@example.com,2022-12-23
C1480,Customer_480,customer480@example.com,2022-01-23
C1481,Customer_481,customer481@example.com,2023-06-06
C1482,Customer_482,customer482@example.com,2022-04-10
C1483,Customer_483,customer483@example.com,2022-06-29
C1484,Customer_484,customer484@example.com,2022-08-11
C1485,Customer_485,customer485@example.com,2023-10-21
C1486,Customer_486,customer486@example.com,2023-03-18
C1487,Customer_487,customer487@example.com,2023-08-31
C1488,Customer_488,customer488@example.com,2022-11-21
C1489,Customer_489,customer489@example.com,2023-05-31
C1490,Customer_490,customer490@example.com,2022-01-16
C1491,Customer_491,customer491@example.com,2022-12-02
C1492,Customer_492,customer492@example.com,2022-09-15
C1493,Customer_493,customer493@example.com,2023-05-12
C1494,Customer_494,customer494@example.com,2022-06-09
C1495,Customer_495,customer495@example.com,2023-04-20
C1496,Customer_496,customer496@example.com,2023-10-26
C1497,Customer_497,customer497@example.com,2023-11-21
C1498,Customer_498,customer498@example.com,2023-11-06
C1499,Customer_499,customer499@example.com,2023-01-15
C1500,Customer_500,customer500@example.com,2023-06-29
C1501,Customer_501,customer501@example.com,2023-11-22
C1502,Customer_502,customer502@example.com,2023-03-03
C1503,Customer_503,customer503@example.com,2023-09-05
C1504,Customer_504,customer504@example.com,2022-09-25
C1505,Customer_505,customer505@example.com,2023-07-31
C1506,Customer_506,customer506@example.com,2023-02-21
C1507,Customer_507,customer507@example.com,2022-06-17
C1508,Customer_508,customer508@example.com,2022-02-12
C1509,Customer_509,customer509@example.com,2023-07-10
C1510,Customer_510,customer510@example.com,2022-10-12
C1511,Customer_511,customer511@example.com,2023-02-01
C1512,Customer_512,customer512@example.com,2022-01-12
C1513,Customer_513,customer513@example.com,2023-08-30
C1514,Customer_514,customer514@example.com,2022-10-29
C1515,Customer_515,customer515@example.com,2022-09-10
C1516,Customer_516,customer516@example.com,2023-05-14
C1517,Customer_517,customer517@example.com,2022-02-04
C1518,Customer_518,customer518@example.com,2023-12-28
C1519,Customer_519,customer519@example.com,2022-03-31
C1520,Customer_520,customer520@example.com,2023-08-28
C1521,Customer_521,customer521@example.com,2023-08-25
C1522,Customer_522,customer522@example.com,2023-02-22
C1523,Customer_523,customer523@example.com,2022-04-25
C1524,Customer_524,customer524@example.com,2023-09-09
C1525,Customer_525,customer525@example.com,2022-07-15
C1526,Customer_526,customer526@example.com,2023-05-16
C1527,Customer_527,customer527@example.com,2023-09-18
C1528,Customer_528,customer528@example.com,2023-05-08
C1529,Customer_529,customer529@example.com,2022-03-16
C1530,Customer_530,customer530@example.com,2023-02-17
C1531,Customer_531,customer531@example.com,2023-01-11
C1532,Customer_532,customer532@example.com,2023-02-24
C1533,Customer_533,customer533@example.com,2023-12-30
C1534,Customer_534,customer534@example.com,2022-10-04
C1535,Customer_535,customer535@example.com,2023-11-07
C1536,Customer_536,customer536@example.com,2023-01-29
C1537,Customer_537,customer537@example.com,2023-04-02
C1538,Customer_538,customer538@example.com,2022-07-11
C1539,Customer_539,customer539@example.com,2023-11-20
C1540,Customer_540,customer540@example.com,2022-04-09
C1541,Customer_541,customer541@example.com,2023-07-02
C1542,Customer_542,customer542@example.com,2022-04-06
C1543,Customer_543,customer543@example.com,2023-10-26
C1544,Customer_544,customer544@example.com,2023-10-25
C1545,Customer_545,customer545@example.com,2022-07-09
C1546,Customer_546,customer546@example.com,2022-02-06
C1547,Customer_547,customer547@example.com,2023-01-04
C1548,Customer_548,customer548@example.com,2023-11-26
C1549,Customer_549,customer549@example.com,2023-06-09
C1550,Customer_550,customer550@example.com,2022-10-06
C1551,Customer_551,customer551@example.com,2022-08-05
C1552,Customer_552,customer552@example.com,2022-09-30
C1553,Customer_553,customer553@example.com,2022-03-03
C1554,Customer_554,customer554@example.com,2023-08-19
C1555,Customer_555,customer555@example.com,2023-12-30
C1556,Customer_556,customer556@example.com,2022-12-08
C1557,Customer_557,customer557@example.com,2023-02-01
